Content,Tag
"The best event and experience ever. The bag policy could have been better about listing no lululemon bags, however I still had a wonderful time!",Overall Organization
"I went to the concert twice. Once in Chicago and once in Indianapolis. To be a me to see her 2 times at different angles was truely a blessing. The concert was amazing. The music was great, everyone was so nice and the concert venues went above and beyond for their guests. Truely a once in a life time experience!! I would go back in time to do it all over again!",Magical Experience
"I went to the concert twice. Once in Chicago and once in Indianapolis. To be a me to see her 2 times at different angles was truely a blessing. The concert was amazing. The music was great, everyone was so nice and the concert venues went above and beyond for their guests. Truely a once in a life time experience!! I would go back in time to do it all over again!",Atmosphere and Vibe
"I went to the concert twice. Once in Chicago and once in Indianapolis. To be a me to see her 2 times at different angles was truely a blessing. The concert was amazing. The music was great, everyone was so nice and the concert venues went above and beyond for their guests. Truely a once in a life time experience!! I would go back in time to do it all over again!",Memorable Night
"What a show, absolutely incredible. I night that I will never forget! She put her all into that show!",Memorable Night
Taylor Swift put her whole heart into this tour. A 3 hour long setlist and over 15 outfit changes per show. She takes the time to connect with fans and every show is special and different in their own ways thanks to the surprise songs. Everyone needs to see her live at least once and experience it for themselves.,Long Show Duration
Taylor Swift put her whole heart into this tour. A 3 hour long setlist and over 15 outfit changes per show. She takes the time to connect with fans and every show is special and different in their own ways thanks to the surprise songs. Everyone needs to see her live at least once and experience it for themselves.,Emotional Connection
Taylor Swift put her whole heart into this tour. A 3 hour long setlist and over 15 outfit changes per show. She takes the time to connect with fans and every show is special and different in their own ways thanks to the surprise songs. Everyone needs to see her live at least once and experience it for themselves.,Memorable Night
This was an amazing lifetime experience yo share with my daughter. Thank you,Magical Experience
This was an amazing lifetime experience yo share with my daughter. Thank you,Emotional Connection
This was an amazing lifetime experience yo share with my daughter. Thank you,Memorable Night
"Amazing, spectacular experience, truly the music concert of a generation.",Magical Experience
"Amazing, spectacular experience, truly the music concert of a generation.",Best Concert Ever
Have to say this was the best ever concert experience I have had a chance to be a part of. Great for younger children as well. I brought my 7 year old and he had a blast singing and dancing to the songs he was familiar with. Would definitely go again if given the opportunity.,Best Concert Ever
